,,Código,, Descrição,NCM,,ICMS,,Unid.,,QTD.,,Vlr Unit.,,,Vlr.Total
,88217,, PITAVASTATINA 2MG 30CP REV,,,30049099,,Subs. Trib,,UN,,2,,51.26,102.52,
,52721,, PLABEL 4 MG/ML GTS 10 ML,,,30049041,,Subs. Trib,,UN,,3,,3.67,11.01,
,85601,, PLENIGELL 5MG/ML COL 5ML,,,30049099,,Subs. Trib,,UN,,4,,25.27,101.08,
,43855,, PLESONAX 5MG 20CP REV,,,30049069,,Subs. Trib,,UN,,12,,2.48,29.76,
,43939,, PLESONAX 5MG ENV 4CP REV,,,30049069,,Subs. Trib,,UN,,23,,1.12,25.76,
,56977,," POLARADEX 0,4MG/ML XPE 100ML",,,30049069,,Subs. Trib,,UN,,5,,5.59,27.95,
,21376,, POLICLAVUMOXIL 875+125MG 14CP,,,30041012,,Subs. Trib,,UN,,3,,43.46,130.38,
,88525,, PONDICILINA LAR 12PAST,,,21069060,,Subs. Trib,,UN,,1,,5.85,5.85,
,21858,, PONDICILINA MEL LIM 12PAST,,,30049099,,Subs. Trib,,UN,,6,,5.86,35.16,
,21860,, PONDICILINA MENTA 12PAST,,,21069060,,Subs. Trib,,UN,,3,,5.85,17.55,
,57482,, PRATIDERM POM DERM 60G,,,30049029,,Subs. Trib,,UN,,2,,9.55,19.1,
,57487,, PREDNISOLONA 3MG/ML LIQ 60ML,,,30049099,,Subs. Trib,,UN,,21,,6.53,137.13,
,86333,, PREDNISOLONA 40MG 7CP,,,30043210,,Subs. Trib,,UN,,1,,11.96,11.96,
,86524,, PREDNISOLONA 40MG 7CP,,,30043999,,Subs. Trib,,UN,,5,,9.7,48.5,
,86511,, PREDNISOLONA 5MG 10CP,,,30049099,,Subs. Trib,,UN,,5,,3.43,17.15,
,57395,, PREDNISONA 20MG 10CP,,,30049099,,Subs. Trib,,UN,,15,,3.79,56.85,
,87892,, PREDNISONA 20MG 20CP,,,30049099,,Subs. Trib,,UN,,2,,5.73,11.46,
,18671,, PREDNISONA 5MG 20CP,,,30043210,,Subs. Trib,,UN,,1,,4.37,4.37,
,57394,, PREDNISONA 5MG 20CP,,,30049099,,Subs. Trib,,UN,,1,,2.71,2.71,
,76752,, PREDOPTIC 10MG/ML COL 5ML,,,30042019,,Subs. Trib,,UN,,2,,12.1,24.2,
,18663,, PREDSIGMA 20MG 10CP,,,30049099,,Subs. Trib,,UN,,2,,5.55,11.1,
,88373,, PREDSIM 10MG 10CP,,,30043999,,Subs. Trib,,UN,,1,,16.07,16.07,
,10664,, PREDSIM 20MG 10CP,,,30043210,,Subs. Trib,,UN,,2,,28.97,57.94,
,10666,, PREDSIM 3MG/ML SOL 30ML,,,30049099,,Subs. Trib,,UN,,1,,33.32,33.32,
,83147,, PREDSIM 40MG 10CP,,,30049099,,Subs. Trib,,UN,,2,,67.28,134.56,
,42146,, PRELONE 11MG/ML GTS 20ML,,,30043999,,Subs. Trib,,UN,,1,,31.34,31.34,
,42029,, PRELONE 20 MG C/ 10 CP,,,30049099,,Subs. Trib,,UN,,2,,26.26,52.52,
,21799,," PREVIANE 0,075MG+0,02MG 63CP",,,30066000,,Subs. Trib,,UN,,12,,8,96,
,14101,, PRIMERA 20 150MCG+20MCG 63CP,,,30043937,,Subs. Trib,,UN,,3,,23,69,
,869,, PRIMERA 30 150MCG+30MCG 63CP,,,30066000,,Subs. Trib,,UN,,3,,23.54,70.62,
