,,DROGAMAIS - >> DROGAMAIS - CENTRAL,,,,,,,,,,,,,Data:,,,,,,,,04/11/2026,,,,,
,,Grupo Filial:,,,, TODOS OS GRUPOS,,,,,,,,,Hora:,,,,,,,,01/01/1970 19:31:53,,,,,
,,Filial:,,,, >> DROGAMAIS - PARQUE SOLEDADE,,,,,,,,,Seleção I:,,(ESTOQUE MENOR QUE O ESTOQUE MÍNIMO),,,,,,,,,,,
,,Forne.:,,,, TODOS,,,,,,,,,Seleção II:,,Reposição de Vendas,,,,,,,,,,,
,,Grupo Prod.:,,,, VÁRIOS,,,,,,,,,Seleção III:,,Vendas,,,,,,,,,,,
,,Labor.:,,,, TODOS,,,,,,,,,Seleção IV:,,Considerar Saldo em Estoque,,,,,,,,,,,
,,Categoria:,,,, TODOS,,,,,,,,,Seleção V:,,Pré-Pedido por Filial,,,,,,,,,,,
,,Departamento:,,,, TODOS,,,,,,,,,,,,,,,,,,,,,,
,,DCB:,,,, TODOS,,,,,,,,,,,,,,,,,,,,,,
,,Produto:,,,, TODOS,,,,,,,,,Período:,,04/04/2026 00:00:00 à 11/04/2026 23:59:59,,,,,,,,,,,
,,SUGESTÃO DE COMPRAS - Pelas Vendas no Período,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Saldo,,,,,,,,,,,,,,,,,,
,,Cód., Produto,,,,Labor.,"Grupo/
Curva",Saldo,Estoq,Est.,Dem.,Qtd.,Qtd.,Fat,Forn.,Custo,Custo,,Últimas Saídas,,,    Última Entrada,,,,,P
,,,,,,,,,Estoq,Rede,Mín.,,Vend.,Comp.,,,Unit.,Total,,Mês 0,Mês 1,Mês 2,Data,Custo,,Forn.,,
,,Filial:,,,, >> DROGAMAIS - PARQUE SOLEDADE,,,,,,,,,,,,,,,,,,,,,,
,,Grupo:,,,GENERICOS,,,,,,,,,,,,,,,,,,,,,,,
,,84097,DESOGESTREL 75MCG 28CP REV,,,,EUROFARMA,4000/A,2,4,3,4,3,3,1,,5.89,17.67,,,,,,,,,,
,,54984,"DESONIDA 0,5MG/G CR DERM 30G",,,,GLOBO,4000/,0,0,0,0,2,2,1,,8.48,16.96,,,,,,,,,,
,,22186,DEXAMETASONA 1MG/G CR DERM 10G,,,,UNIAO ,4000/D,0,0,0,0,6,6,1,,3.04,18.24,,,,,,,,,,
,,31172,DEXAMETASONA 4MG 10CP,,,,TEUTO,4000/A,7,13,2,3,6,6,1,,3.32,19.92,,,,,,,,,,
,,30681,DEXCLORFENIRAM+BETAM XPE 120ML,,,,TEUTO,4000/D,-1,0,0,0,8,8,1,,5.67,45.36,,,,,,,,,,
,,43750,DICLOFENACO DIETILAM GEL 60G,,,,NEO QUIMICA,4000/A,-1,0,3,4,2,2,1,,7.24,14.48,,,,,,,,,,
,,85466,DIENOGESTE 2MG 30CP,,,,EMS,4000/D,1,1,0,0,1,1,1,,15.88,15.88,,,,,,,,,,
,,78265,DIPIRONA 1G 10CP,,,,PRATI ,4000/D,65,65,0,0,23,23,1,,3.27,75.21,,,,,,,,,,
,,85708,DIPIRONA 500MG ENV 10CP,,,,PRATI ,4000/A,-750,0,61,91,58,58,50,,2.08,120.64,,,,,,,,,,
,,32690,DIPIRONA 50MG/ML LIQ 100ML,,,,ACHE/BIOSINT,4000/C,12,12,1,1,4,4,1,,6.51,26.04,,,,,,,,,,
,,30704,DOXAZOSINA 2MG 30CP,,,,TEUTO,4000/D,2,2,0,0,2,2,1,,5.55,11.1,,,,,,,,,,
,,60234,DOXICICLINA 100MG 15CP REV,,,,PHARLAB,4000/,5,5,0,0,1,1,1,,11.27,11.27,,,,,,,,,,
